genres,movie_title,original_language,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count,year_released
"[""Documentary"",""Music""]",Echo in the Canyon,en,5.596,"[""United States of America""]",2019-05-24,"[""English""]",6.9,24.0,2018.0
"[""Documentary""]",Strike a Pose,nl,2.828,"[""Belgium"",""Netherlands""]",2016-06-29,"[""English"",""Español""]",7.1,32.0,2016.0
"[""Thriller""]",Incitement,he,2.065,"[""Israel""]",2019-09-26,"[""עִבְרִית""]",6.4,9.0,2019.0
"[""Thriller"",""Drama""]",A Man of Integrity,fa,1.441,"[""Iran""]",2017-12-06,"[""English"",""فارسی""]",6.5,31.0,2017.0
"[""Drama"",""Science Fiction"",""Thriller""]",The Survivalist,en,6.027,"[""United Kingdom""]",2015-04-15,"[""English"",""Português""]",6.3,230.0,2015.0
"[""Crime"",""Action"",""Drama"",""Thriller""]",The Courier,en,19.567,"[""United Kingdom"",""United States of America""]",2019-11-22,"[""English""]",6.2,414.0,2019.0
"[""Drama""]",Residue,en,3.521,"[""United States of America""]",2020-09-17,"[""English""]",5.2,13.0,2020.0
"[""Drama"",""Mystery"",""Thriller""]",Thelma,no,16.982,"[""Denmark"",""France"",""Norway"",""Sweden""]",2017-09-15,"[""Norsk"",""svenska""]",6.9,659.0,2017.0
"[""Documentary""]",Memory: The Origins of Alien,en,12.236,"[""United States of America""]",2019-01-24,"[""English""]",6.2,45.0,2019.0
"[""Comedy"",""Drama"",""Music""]",Dinner in America,en,5.965,"[""United States of America""]",2020-01-24,"[""English""]",6.7,20.0,2020.0
"[""Horror"",""Thriller""]",Happy Hunting,en,5.007,"[""United States of America""]",2017-09-22,"[""English""]",5.1,81.0,2017.0
"[""Documentary""]",Infinite Football,ro,1.4,"[""Romania""]",2018-03-09,"[""Română""]",6.8,9.0,2018.0
"[""Action"",""Crime"",""Drama""]",Lucky,en,1.592,"[""United States of America""]",2017-06-16,"[""English""]",5.0,1.0,2017.0
"[""Drama"",""Romance""]",End of the Century,es,4.469,"[""Argentina""]",2019-08-16,"[""Català"",""Español""]",7.3,87.0,2019.0
"[""Romance""]",Luca,ml,2.991,"[""India""]",2019-06-28,"[""""]",6.4,8.0,2019.0
"[""Comedy"",""Drama"",""Music""]",Summertime,en,2.564,"[""United States of America""]",2021-07-09,"[""English""]",7.5,6.0,2020.0
"[""Drama"",""History""]",Hidden Figures,en,48.089,"[""United States of America""]",2016-12-10,"[""English""]",8.1,7313.0,2016.0
"[""Drama""]",Capernaum,ar,15.12,"[""Lebanon""]",2018-09-20,"[""العربية""]",8.3,1152.0,2018.0
"[""Drama""]",Te Ata,en,4.513,"[""United States of America""]",2017-10-13,"[""English""]",7.0,22.0,2016.0
"[""War"",""Drama"",""History""]",Land of Mine,da,10.633,"[""Germany"",""Denmark""]",2015-12-03,"[""Dansk"",""English"",""Deutsch""]",7.8,1106.0,2015.0
"[""Crime"",""Drama"",""Thriller""]",Uncut Gems,en,23.575,"[""United States of America""]",2019-08-30,"[""English""]",7.1,3290.0,2019.0
"[""Drama"",""Science Fiction""]",Hope,en,0.6,"[""Norway""]",2017-06-13,"[""English""]",7.0,1.0,2017.0
"[""Fantasy"",""Horror""]",Don't Kill It,en,26.413,"[""United States of America""]",2016-08-27,"[""English""]",6.2,151.0,2016.0
"[""Drama"",""Thriller"",""History""]",Spotlight,en,15.982,"[""Canada"",""United States of America""]",2015-11-06,"[""English""]",7.8,6832.0,2015.0
"[""Drama""]",Corpus Christi,pl,53.816,"[""France"",""Poland""]",2019-09-10,"[""Polski""]",7.8,335.0,2019.0
"[""Music"",""Drama""]",I Can Only Imagine,en,31.944,"[""United States of America""]",2018-02-14,"[""English"",""Português""]",7.6,340.0,2018.0
"[""Drama""]",Krisha,en,6.415,"[""United States of America""]",2016-03-18,"[""English""]",6.9,144.0,2015.0
"[""Drama""]",The Second Time Around,en,0.695,"[""Canada""]",2016-11-14,"[""English""]",8.0,2.0,2016.0
"[""Documentary""]",Hot to Trot,en,0.6,"[""United States of America""]",2017-06-18,"[""English""]",0.0,0.0,2017.0
"[""Drama""]",Who We Are Now,en,4.09,"[""Canada"",""United States of America""]",2018-05-25,"[""普通话"",""English"",""Español""]",5.7,27.0,2017.0
"[""Drama""]",Neruda,es,11.466,"[""United States of America"",""Argentina"",""Chile"",""France"",""Spain""]",2016-08-11,"[""Español"",""Français""]",6.3,208.0,2016.0
"[""Drama""]",Sophie Jones,en,4.134,"[""United States of America""]",2020-09-10,"[""English""]",5.6,7.0,2020.0
"[""Documentary""]",Behemoth,zh,2.921,"[""China"",""France""]",2015-11-11,"[""普通话""]",7.6,31.0,2015.0
"[""Documentary""]",Faces Places,fr,8.048,"[""France""]",2017-06-28,"[""Français""]",7.7,291.0,2017.0
"[""Comedy""]",Baja,en,3.258,"[""United States of America""]",2018-04-01,"[""English""]",6.3,11.0,2018.0
"[""Romance"",""Drama"",""Family""]",The Sky Is Pink,hi,3.531,"[""India""]",2019-10-11,"[""हिन्दी""]",7.8,46.0,2019.0
"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",Lucky,en,1.4,"[""United States of America""]",2019-03-08,"[""English""]",7.0,1.0,2019.0
"[""Mystery"",""Science Fiction"",""Thriller""]",The Vast of Night,en,16.662,"[""United States of America""]",2019-06-01,"[""English""]",6.6,683.0,2019.0
"[""Animation""]",Human Nature,nl,0.703,"[""Netherlands""]",2019-09-05,"[""No Language""]",6.3,2.0,2019.0
"[""Documentary""]",After Auschwitz,en,3.053,"[""Poland"",""United States of America""]",2017-03-25,"[""English""]",6.6,5.0,2017.0
"[""Drama""]",The Last Vermeer,en,6.287,"[""United States of America""]",2020-11-20,"[""English""]",6.7,37.0,2019.0
"[""Drama"",""Horror"",""Mystery""]",Raw,fr,19.383,"[""Belgium"",""France""]",2016-11-11,"[""Français""]",7.1,2434.0,2016.0
"[""Thriller"",""Drama"",""Crime""]",The Nile Hilton Incident,en,7.42,"[""Denmark"",""France"",""Germany"",""Sweden""]",2017-06-19,"[""العربية""]",6.6,264.0,2017.0
"[""Drama"",""Comedy""]",5-25-77,en,3.059,"[""United States of America""]",2017-05-25,"[""English""]",5.0,5.0,2017.0
"[""Music"",""Documentary""]",Eat That Question: Frank Zappa in His Own Words,en,1.77,"[""Germany"",""France""]",2016-05-03,"[""English""]",8.0,13.0,2016.0
"[""Drama"",""Romance"",""Fantasy"",""Mystery""]",Atlantics,fr,9.903,"[""Belgium"",""France"",""Senegal""]",2019-10-02,"[""العربية"",""English"",""Français"",""Wolof""]",6.7,165.0,2019.0
"[""Documentary"",""History""]",Let It Fall: Los Angeles 1982-1992,en,3.843,"[""United States of America""]",2017-04-21,"[""English"",""한국어/조선말""]",7.7,18.0,2017.0
"[""Documentary"",""History""]",Screwball,en,4.289,"[""United States of America""]",2019-03-29,"[""English""]",6.3,21.0,2018.0
"[""TV Movie"",""Comedy"",""Fantasy"",""Romance""]",A Midsummer Night's Dream,en,2.239,"[""United Kingdom""]",2016-05-30,"[""English""]",6.4,8.0,2016.0
"[""Drama""]",Gagarine,fr,5.487,"[""France""]",2020-11-11,"[""Français""]",6.7,34.0,2020.0
"[""Science Fiction"",""Drama"",""Romance""]",Clara,en,9.625,"[""Canada""]",2018-11-30,"[""Español"",""English""]",7.4,122.0,2018.0
"[""Mystery"",""Thriller"",""Crime"",""Comedy"",""Drama""]",Beasts Clawing at Straws,ko,32.954,"[""South Korea""]",2020-02-19,"[""한국어/조선말""]",7.2,124.0,2020.0
"[""Documentary""]",Hail Satan?,en,10.423,"[""United States of America""]",2019-04-17,"[""English""]",7.1,98.0,2019.0
"[""Drama""]",Paper Spiders,en,2.926,"[""United States of America""]",2021-05-07,"[""English""]",6.7,3.0,2020.0
"[""Horror"",""Thriller"",""Mystery""]",The Vigil,en,8.473,"[""United States of America""]",2020-07-01,"[""English"",""""]",5.8,196.0,2019.0
"[""Documentary""]",I Am Another You,en,3.016,"[""United States of America""]",2017-03-12,"[""English""]",7.6,8.0,2017.0
"[""Documentary""]",American Factory,en,12.031,"[""United States of America""]",2019-08-21,"[""普通话"",""English""]",7.2,329.0,2019.0
"[""Romance"",""Horror""]",Are We Not Cats,en,2.628,"[""United States of America""]",2018-02-23,"[""English""]",6.6,18.0,2016.0
"[""Drama""]",The End of the Tour,en,11.696,"[""United States of America""]",2015-07-31,"[""English""]",7.2,430.0,2015.0
"[""Comedy"",""Drama""]",Don't Think Twice,en,9.051,"[""United States of America""]",2016-07-22,"[""English""]",6.4,306.0,2016.0
"[""Fantasy"",""Drama"",""Crime""]",Border,sv,16.355,"[""Denmark"",""Sweden""]",2018-09-27,"[""svenska""]",6.8,567.0,2018.0
"[""Drama"",""Romance""]",Premature,en,1.912,"[""United States of America""]",2020-02-21,"[""English""]",6.8,11.0,2019.0
"[""Animation"",""Horror"",""Comedy""]",Pig,ja,0.6,"[""Japan""]",2020-04-04,"[""No Language""]",0.0,0.0,2020.0
"[""Comedy""]",The Treasure,ro,3.15,"[""France"",""Romania""]",2015-12-03,"[""Română""]",6.4,43.0,2015.0
"[""Horror"",""Mystery""]",Gonjiam: Haunted Asylum,ko,14.831,"[""South Korea""]",2018-03-28,"[""한국어/조선말""]",7.3,317.0,2018.0
"[""Drama"",""Comedy""]",Limbo,en,2.585,"[""United Kingdom""]",2021-04-30,"[""English""]",7.1,14.0,2020.0
"[""Drama""]",Marguerite,fr,4.04,"[""Canada""]",2017-11-12,"[""Français""]",6.9,43.0,2017.0
"[""Drama""]",Working Woman,he,2.454,"[""Israel""]",2019-03-29,"[""עִבְרִית""]",6.5,11.0,2018.0
"[""Family"",""Animation"",""Comedy"",""Adventure""]",Shaun the Sheep Movie,en,21.403,"[""France"",""United Kingdom""]",2015-02-05,"[""English""]",7.0,1066.0,2015.0
"[""Adventure"",""Comedy"",""Family""]",Paddington 2,en,27.354,"[""France"",""United Kingdom"",""United States of America""]",2017-11-09,"[""English""]",7.5,1547.0,2017.0
"[""Drama"",""Romance""]",45 Years,en,12.27,"[""United Kingdom""]",2015-08-04,"[""English""]",6.6,585.0,2015.0
"[""Documentary""]",Jawline,en,2.472,"[""United States of America""]",2019-01-28,"[""English""]",5.8,12.0,2019.0
"[""Documentary""]",Pick of the Litter,en,4.472,"[""United States of America""]",2019-01-10,"[""English""]",7.3,32.0,2018.0
"[""Documentary""]",The Untold Tales of Armistead Maupin,en,4.484,"[""United States of America""]",2017-03-11,"[""English""]",7.4,15.0,2017.0
"[""Action"",""Western""]",The Killer,pt,9.394,"[""Brazil""]",2017-09-13,"[""Português""]",6.2,106.0,2017.0
"[""Drama"",""Comedy"",""History""]",Dolemite Is My Name,en,12.012,"[""United States of America""]",2019-10-04,"[""English""]",7.1,867.0,2019.0
"[""Documentary""]","Hale County This Morning, This Evening",en,4.272,"[""United States of America""]",2018-01-19,"[""English""]",6.3,47.0,2018.0
"[""Action"",""Thriller"",""Horror""]",Revenge,fr,26.641,"[""Belgium"",""France""]",2018-02-07,"[""English"",""Français""]",6.4,1316.0,2017.0
"[""Drama""]",Angels Wear White,zh,2.532,"[""China""]",2017-12-24,"[""普通话""]",6.9,37.0,2017.0
"[""Documentary""]",King in the Wilderness,en,3.589,"[""United States of America""]",2018-01-22,"[""English""]",6.8,15.0,2018.0
"[""Crime"",""Drama"",""Action""]",The Teacher,ru,1.995,"[""Russia""]",2015-11-13,"[""Pусский""]",5.4,14.0,2015.0
"[""Documentary""]",The Biggest Little Farm,en,8.488,"[""United States of America""]",2019-06-13,"[""English""]",7.7,98.0,2018.0
"[""Documentary"",""Animation""]",Nuts!,en,2.878,"[""United States of America""]",2016-01-22,"[""English""]",6.6,24.0,2016.0
"[""Drama""]",Gook,en,2.129,"[""United States of America""]",2017-08-18,"[""English"",""한국어/조선말""]",6.4,41.0,2017.0
"[""Romance"",""Drama""]",Farewell Amor,en,4.193,"[""United States of America""]",2020-01-25,"[""English""]",7.4,20.0,2020.0
"[""Drama"",""Science Fiction"",""Comedy""]",Babylon,tl,0.6,"[""Philippines""]",2017-10-22,"[""""]",7.0,1.0,2017.0
"[""Documentary""]",Finders Keepers,en,3.654,"[""United States of America""]",2015-06-22,"[""English""]",6.6,46.0,2015.0
"[""Documentary""]",Tickling Giants,en,3.539,"[""Egypt"",""United States of America""]",2017-03-15,"[""العربية"",""English""]",7.8,25.0,2016.0
"[""Drama"",""Family""]",Fatima,en,12.826,"[""United States of America"",""Portugal""]",2020-08-13,"[""English""]",7.2,56.0,2020.0
"[""Adventure"",""Fantasy"",""Romance"",""Family""]",Aladdin,en,70.902,"[""United States of America""]",2019-05-22,"[""English""]",7.1,8155.0,2019.0
"[""Drama""]",Longing,sl,0.6,"[""Serbia"",""Slovenia""]",2016-09-29,"[""Slovenščina""]",0.0,0.0,2016.0
"[""Animation"",""Drama"",""History""]",Buñuel in the Labyrinth of the Turtles,es,4.112,"[""Germany"",""Netherlands"",""Spain""]",2019-04-18,"[""Français"",""Español""]",7.0,57.0,2018.0
"[""Music"",""Documentary"",""History""]",Alive and Kicking,en,3.103,"[""Sweden"",""United States of America""]",2017-01-06,"[""English""]",6.6,14.0,2016.0
"[""Documentary""]",76 Days,en,3.816,"[""China"",""United States of America""]",2020-09-10,"[""普通话""]",7.7,15.0,2020.0
"[""Adventure"",""Family""]",Swallows and Amazons,en,6.518,"[""United Kingdom""]",2016-08-19,"[""Pусский"","""",""English""]",6.4,70.0,2016.0
"[""Documentary""]",The Anthropologist,en,0.688,"[""Russia"",""United States of America"",""Kiribati"",""Peru""]",2016-06-01,"[""English"",""Español""]",10.0,3.0,2016.0
"[""Documentary""]",At the Heart of Gold: Inside the USA Gymnastics Scandal,en,6.697,"[""United States of America""]",2019-05-03,"[""English""]",7.4,47.0,2019.0
"[""Adventure"",""Comedy"",""Drama""]",The Dark Divide,en,3.123,"[""United States of America""]",2020-03-28,"[""English""]",6.0,4.0,2020.0
"[""Science Fiction""]",The Gift,en,0.6,"[""United States of America""]",2017-02-26,"[""English""]",0.0,0.0,2017.0
"[""Comedy"",""Drama""]",Better Days,en,7.885,"[""United States of America""]",2019-02-16,"[""English""]",5.3,6.0,2019.0
"[""Documentary""]",Jimmy Carter: Rock & Roll President,en,2.951,"[""United States of America""]",2020-09-09,"[""English""]",7.2,5.0,2020.0
"[""Drama"",""Thriller""]",Nigerian Prince,en,3.456,"[""Nigeria"",""United States of America""]",2018-04-24,"[""English""]",5.3,7.0,2018.0
"[""Drama""]",Notes on Blindness,en,4.184,"[""United Kingdom""]",2016-07-01,"[""English""]",7.1,52.0,2016.0
"[""Drama"",""Music""]",Mogul Mowgli,en,4.124,"[""United Kingdom"",""United States of America""]",2020-10-30,"[""English"",""اردو""]",6.8,13.0,2020.0
"[""Animation"",""Comedy"",""Music""]",On-Gaku: Our Sound,ja,2.18,"[""Japan""]",2020-01-11,"[""日本語""]",5.8,10.0,2019.0
"[""Documentary""]",Harold and Lillian: A Hollywood Love Story,en,3.832,"[""United States of America""]",2017-02-01,"[""English""]",6.8,16.0,2015.0
"[""Documentary""]",Collective,ro,6.243,"[""Romania""]",2020-02-28,"[""English"",""Română""]",7.8,85.0,2019.0
"[""Comedy""]",The Rose Maker,fr,3.53,"[""France""]",2020-09-24,"[""Français""]",6.8,14.0,2020.0
"[""Drama""]",The Measure of a Man,fr,6.332,"[""France""]",2015-03-16,"[""Français""]",6.5,261.0,2015.0
"[""Documentary""]",Citizen K,ru,2.88,"[""United Kingdom"",""United States of America""]",2019-12-13,"[""English"",""Pусский""]",5.8,14.0,2019.0
"[""Comedy"",""Drama""]",Dream Horse,en,5.452,"[""United Kingdom""]",2021-05-21,"[""English""]",7.1,36.0,2020.0
"[""Drama"",""History"",""War""]",1982,ar,1.11,"[""Qatar"",""Lebanon"",""Norway"",""France""]",2019-09-23,"[""English"",""العربية""]",8.0,10.0,2019.0
"[""Drama"",""Romance""]",Cicada,en,5.574,"[""United States of America""]",2021-10-29,"[""English""]",0.0,0.0,2020.0
"[""Comedy"",""Drama""]",Oh Lucy!,ja,5.234,"[""Japan"",""United States of America""]",2017-03-22,"[""English"",""日本語""]",6.9,74.0,2017.0
"[""Documentary""]",Varda by Agnès,fr,5.064,"[""France""]",2019-03-28,"[""Français"",""English""]",8.5,49.0,2019.0
"[""Documentary""]",When Lambs Become Lions,en,0.6,"[""Kenya""]",2018-04-20,"[""Kiswahili""]",8.0,1.0,2018.0
"[""Animation"",""Drama"",""Romance""]",Anomalisa,en,15.965,"[""United States of America""]",2015-12-30,"[""English""]",7.1,1352.0,2015.0
"[""War"",""Documentary""]",City of Ghosts,en,4.78,"[""United States of America""]",2017-07-14,"[""العربية""]",7.0,48.0,2017.0
"[""Documentary""]",Wait for Your Laugh,en,2.5,"[""United States of America""]",2017-11-10,"[""English""]",7.4,10.0,2017.0
"[""Mystery"",""Drama"",""Fantasy""]",Sicilian Ghost Story,it,4.999,"[""France"",""Italy"",""Switzerland""]",2017-11-18,"[""Italiano""]",6.7,120.0,2017.0
"[""Action"",""Adventure"",""Fantasy""]",The Monkey King 2,zh,10.912,"[""Hong Kong"",""China""]",2016-01-22,"[""普通话""]",5.8,62.0,2016.0
"[""Drama""]",Phoenix,no,0.6,"[""Norway""]",2018-10-12,"[""Norsk""]",7.0,3.0,2018.0
"[""Drama"",""Crime"",""Comedy""]",Can You Ever Forgive Me?,en,15.908,"[""United States of America""]",2018-10-19,"[""English""]",6.8,991.0,2018.0
"[""Thriller"",""Drama""]",Motherland,ru,1.591,"[""Russia""]",2015-10-15,"[""Pусский""]",4.8,5.0,2015.0
"[""Drama"",""Romance""]",Rafiki,sw,5.986,"[""Kenya"",""South Africa""]",2018-09-26,"[""English"",""Kiswahili""]",7.1,106.0,2018.0
"[""Drama""]",Baden Baden,fr,2.284,"[""Belgium"",""France""]",2016-11-25,"[""Deutsch"",""Français"",""English""]",6.1,23.0,2016.0
"[""Documentary""]",93Queen,en,3.12,"[""United States of America""]",2018-01-01,"[""English"",""""]",7.8,4.0,2018.0
"[""Action"",""Crime""]",Shaft,en,14.072,"[""United States of America""]",2019-06-14,"[""English"",""Español""]",6.6,1280.0,2019.0
"[""Drama""]",A Son,ar,1.945,"[""France"",""Lebanon"",""Qatar"",""Tunisia""]",2020-01-15,"[""العربية""]",6.8,22.0,2019.0
"[""Drama""]",Hunter Gatherer,en,2.865,"[""United States of America""]",2016-11-16,"[""English""]",6.3,16.0,2016.0
"[""Drama"",""Thriller"",""History""]",Dark Waters,en,18.363,"[""United States of America""]",2019-11-22,"[""English""]",7.5,1339.0,2019.0
"[""Western"",""Horror""]",Bone Tomahawk,en,19.473,"[""United States of America""]",2015-10-23,"[""English""]",6.8,1517.0,2015.0
"[""Horror"",""Thriller""]",The Last Laugh,en,2.798,"[""United States of America""]",2020-09-15,"[""English""]",5.4,14.0,2020.0
"[""Comedy"",""Drama"",""Romance""]",Crazy Rich Asians,en,19.402,"[""United States of America""]",2018-08-15,"[""广州话 / 廣州話"",""普通话"",""English""]",7.1,2820.0,2018.0
"[""Documentary""]",Disturbing the Peace,en,3.416,"[""United States of America""]",2016-03-10,"[""English""]",7.6,7.0,2016.0
"[""Music"",""Documentary""]",Avicii: True Stories,en,14.088,"[""Sweden"",""United States of America""]",2017-10-26,"[""English"",""Deutsch"",""svenska""]",8.0,283.0,2017.0
"[""Documentary""]",Last Men in Aleppo,da,3.314,"[""Syrian Arab Republic"",""Denmark""]",2017-02-27,"[""العربية""]",7.1,57.0,2017.0
"[""Drama"",""History""]",Dear Comrades!,ru,4.255,"[""Russia""]",2020-09-14,"[""Pусский""]",7.4,49.0,2020.0
"[""Drama""]",Little Women,en,9.426,"[""United States of America""]",2018-09-28,"[""English""]",6.6,31.0,2018.0
"[""Horror""]",The Innocents,es,1.935,"[""Argentina""]",2015-04-09,"[""Español""]",4.8,10.0,2015.0
"[""Romance"",""Drama""]",First Love,tl,1.867,"[""Philippines""]",2018-10-17,"[""English"",""""]",5.9,5.0,2018.0
"[""Action"",""Animation"",""Adventure"",""Crime"",""Science Fiction""]",Batman: Return of the Caped Crusaders,en,8.052,"[""United States of America""]",2016-10-08,"[""English""]",6.4,176.0,2016.0
"[""Documentary"",""Thriller""]",The Rescue,en,6.049,"[""United States of America""]",2021-10-08,"[""English""]",10.0,1.0,2021.0
"[""Drama""]",Daughter,en,0.6,"[""Australia""]",2016-05-22,"[""English""]",3.0,1.0,2016.0
"[""Drama""]",Saand Ki Aankh,hi,1.46,"[""India""]",2019-10-25,"[""हिन्दी""]",7.3,13.0,2019.0
"[""Comedy"",""Horror""]",One Cut of the Dead,ja,7.822,"[""Japan""]",2017-11-04,"[""日本語""]",7.7,427.0,2017.0
"[""Drama"",""History""]",Stefan Zweig: Farewell to Europe,de,3.472,"[""Austria"",""France"",""Germany""]",2016-06-02,"[""Deutsch"",""Español"",""Français"",""English""]",6.7,56.0,2016.0
"[""Comedy"",""Crime"",""Drama""]",The Old Man & the Gun,en,8.473,"[""United States of America""]",2018-09-27,"[""English""]",6.4,1091.0,2018.0
"[""Documentary""]",A Brave Heart: The Lizzie Velasquez Story,en,3.143,"[""Mexico"",""United States of America"",""Spain""]",2015-03-14,"[""English""]",8.0,6.0,2015.0
"[""Romance"",""Drama""]",Princess Cyd,en,6.877,"[""United States of America""]",2017-11-03,"[""English""]",6.7,96.0,2017.0
"[""Thriller"",""History"",""Drama""]",The Courier,en,177.831,"[""United Kingdom"",""United States of America""]",2021-03-18,"[""English"",""Pусский""]",7.2,462.0,2020.0
"[""Comedy"",""Drama"",""Documentary""]",Taxi,fa,5.915,"[""Iran""]",2015-04-15,"[""فارسی""]",7.0,289.0,2015.0
"[""Drama""]",Little Men,en,7.643,"[""United States of America"",""Brazil"",""Greece""]",2016-08-05,"[""English""]",6.6,114.0,2016.0
"[""Documentary""]",Exit,no,0.6,"[""Germany"",""Norway"",""Sweden""]",2018-03-20,"[""Deutsch"",""English"",""Dansk"",""Français"",""Norsk""]",6.8,6.0,2018.0
"[""Documentary""]",The Way I See It,en,5.024,"[""United States of America""]",2020-09-18,"[""English""]",7.6,19.0,2020.0
"[""Comedy"",""Drama""]",Dead Pigs,zh,2.461,"[""China"",""United States of America""]",2018-01-19,"[""普通话"",""English""]",6.9,39.0,2018.0
"[""Drama""]",The Macaluso Sisters,it,4.461,"[""Italy""]",2020-09-10,"[""Italiano""]",7.2,66.0,2020.0
"[""History"",""Comedy""]","Cyrano, My Love",fr,7.384,"[""Belgium"",""France""]",2018-11-10,"[""Français"",""Pусский""]",7.6,380.0,2018.0
"[""Documentary"",""Adventure""]",The Dawn Wall,en,8.326,"[""Austria""]",2017-11-01,"[""English""]",8.1,220.0,2017.0
"[""Documentary""]",What Lies Upstream,en,3.973,"[""United States of America""]",2017-01-20,"[""English""]",6.7,12.0,2017.0
"[""Drama"",""Romance""]",My Tender Matador,es,2.59,"[""Argentina"",""Chile"",""Mexico""]",2020-10-15,"[""Español""]",7.6,26.0,2020.0
"[""Drama""]",Super 30,hi,3.706,"[""India""]",2019-07-12,"[""हिन्दी""]",7.6,55.0,2019.0
"[""Fantasy"",""Horror"",""Thriller""]",Tigers Are Not Afraid,es,8.981,"[""Mexico""]",2017-11-02,"[""Español""]",6.9,153.0,2017.0
"[""Documentary""]",John Lewis: Good Trouble,en,3.014,"[""United States of America""]",2020-07-03,"[""English""]",5.9,7.0,2020.0
"[""Horror""]",Exit,ru,0.6,"[""Russia""]",2020-06-01,"[""Pусский""]",6.5,2.0,2020.0
"[""Animation"",""Family""]",Lucky,en,0.6,"[""Canada""]",2019-04-11,"[""English""]",0.0,0.0,2019.0
"[""Drama""]",The Duke,en,3.241,"[""United Kingdom""]",2021-07-23,"[""English""]",6.8,14.0,2020.0
"[""Animation"",""Adventure"",""Family"",""History"",""War""]",Sgt. Stubby: An American Hero,en,12.859,"[""Canada"",""France"",""Ireland"",""United Kingdom"",""United States of America""]",2018-04-13,"[""English"",""Français"",""Deutsch""]",7.4,97.0,2018.0
"[""Comedy"",""Horror""]",Spontaneous,en,13.275,"[""United States of America""]",2020-10-02,"[""English""]",7.2,295.0,2020.0
"[""Horror"",""Drama"",""Science Fiction""]",A Quiet Place,en,70.673,"[""United States of America""]",2018-04-03,"[""English""]",7.4,10920.0,2018.0
"[""Documentary""]",The Armor of Light,en,2.598,"[""United States of America""]",2015-04-18,"[""English""]",3.8,14.0,2015.0
"[""Comedy"",""Romance""]",The Roundup,ar,0.6,"[""Germany"",""Qatar"",""South Africa"",""Sudan""]",2018-08-29,"[""العربية""]",5.0,2.0,2018.0
"[""Action"",""Comedy"",""Drama""]",Riders of Justice,da,17.413,"[""Denmark"",""Sweden""]",2021-02-18,"[""Dansk""]",7.3,224.0,2020.0
"[""Documentary""]",Fiddler: A Miracle of Miracles,en,4.086,"[""United States of America""]",2019-08-23,"[""English""]",6.8,10.0,2019.0
"[""Documentary""]",I Am Not Your Negro,en,8.935,"[""Belgium"",""France"",""United States of America""]",2017-02-03,"[""English"",""Français""]",7.8,352.0,2016.0
"[""Drama"",""Comedy""]",Support the Girls,en,6.743,"[""United States of America""]",2018-08-24,"[""English""]",6.2,111.0,2018.0
"[""Drama""]",Ainu Mosir,ja,2.797,"[""China"",""Japan"",""United States of America""]",2020-10-17,"[""English"",""日本語""]",7.0,2.0,2020.0
"[""Drama"",""Comedy""]",Give or Take,en,1.4,"[""United States of America""]",2020-07-25,"[""English""]",0.0,0.0,2020.0
"[""Romance"",""Drama"",""Music"",""Fantasy""]",Saturday Church,en,4.051,"[""United States of America""]",2017-04-23,"[""English""]",7.7,22.0,2017.0
"[""Drama""]",The Gift,id,0.838,"[""Indonesia""]",2018-05-24,"[""Bahasa indonesia""]",0.0,0.0,2017.0
"[""Documentary""]",Jonathan Agassi Saved My Life,he,3.122,"[""Germany"",""Israel""]",2018-07-31,"[""עִבְרִית"",""English""]",6.6,7.0,2018.0
"[""Drama""]",Little Fish,sl,0.6,"[""Slovenia""]",2015-10-03,"[""Slovenščina""]",0.0,0.0,2015.0
"[""Documentary""]",Bending the Arc,en,4.596,"[""United States of America""]",2017-01-23,"[""English"",""Español"","""",""Kinyarwanda""]",8.3,3.0,2017.0
"[""Drama""]",Vitalina Varela,pt,3.326,"[""Portugal""]",2019-10-31,"[""Português""]",7.4,29.0,2019.0
"[""Animation"",""Family"",""Adventure"",""Drama"",""Comedy""]",Inside Out,en,78.818,"[""United States of America""]",2015-06-09,"[""English""]",7.9,17113.0,2015.0
"[""Documentary""]",On Her Shoulders,en,2.843,"[""United States of America""]",2018-12-06,"[""English"",""العربية"",""Français""]",6.0,12.0,2018.0
"[""Western"",""Crime""]",Hell or High Water,en,28.619,"[""United States of America""]",2016-08-12,"[""English""]",7.3,3510.0,2016.0
"[""War"",""Drama"",""History"",""Action""]",The Outpost,en,19.355,"[""Bulgaria"",""United States of America""]",2019-11-02,"[""English""]",6.9,657.0,2019.0
"[""Documentary""]",Humpback Whales,en,2.768,"[""United States of America""]",2015-02-13,"[""English""]",7.3,12.0,2015.0
"[""Comedy""]",Lucky,fr,6.129,"[""France""]",2020-02-26,"[""Français""]",4.7,93.0,2020.0
"[""Drama""]",Lunana: A Yak in the Classroom,dz,0.904,"[""Bhutan""]",2020-07-17,"[""""]",6.4,5.0,2019.0
"[""Drama""]",Giant Little Ones,en,7.403,"[""Canada""]",2019-01-03,"[""English""]",7.4,174.0,2018.0
"[""Crime"",""Action""]","The Gangster, the Cop, the Devil",ko,17.121,"[""South Korea""]",2019-05-15,"[""한국어/조선말""]",7.5,375.0,2019.0
"[""Comedy"",""Drama""]",Saint Frances,en,4.093,"[""United States of America""]",2020-02-28,"[""English"",""Español""]",6.6,37.0,2019.0
