title,audienceScore,tomatoMeter,releaseDateTheaters,genre,originalLanguage
Cicada,71.0,95.0,2021-10-29,"Drama, Romance, Lgbtq+",English
'71,81.0,96.0,2015-02-27,"Action, Mystery & thriller",English
Nina Wu,100.0,82.0,2021-03-26,"Mystery & thriller, Drama",Chinese
How to Blow Up a Pipeline,69.0,96.0,2023-04-07,"Mystery & thriller, Drama",English
Motherland,29.0,93.0,2017-09-08,Documentary,Tagalog
The Light of the Moon,93.0,97.0,2017-11-01,Drama,English
Food Evolution,78.0,100.0,2017-06-23,Documentary,English
I Called Him Morgan,83.0,96.0,2017-03-24,Documentary,English
After Parkland,61.0,100.0,2019-11-29,Documentary,English
Corpus Christi,93.0,98.0,2020-02-24,Drama,Polish
Hell or High Water,88.0,97.0,2016-08-19,"Crime, Drama, Mystery & thriller, Western, Action",English
Ingrid Bergman: In Her Own Words,66.0,98.0,2015-11-13,Documentary,Swedish
The Distant Barking of Dogs,100.0,93.0,2019-01-11,Documentary,Russian
Gigi & Nate,95.0,16.0,2022-09-02,Drama,English
Pick of the Litter,89.0,97.0,2018-08-31,Documentary,English
Shoplifters,91.0,99.0,2018-11-23,"Crime, Drama, Adventure",Japanese
Avicii: True Stories,96.0,83.0,2018-12-14,"Documentary, Music",English
Summer in the Forest,85.0,92.0,2018-03-23,Documentary,English (United Kingdom)
The Other Side of Hope,76.0,92.0,2017-12-01,"Comedy, Drama",Finnish
Knock Down the House,11.0,99.0,2019-05-01,Documentary,English
Final Set,92.0,88.0,2021-08-27,Drama,French (France)
The Sower,57.0,100.0,2019-03-01,"History, Drama, Romance",French (France)
Till,97.0,96.0,2022-10-28,"Drama, History, Biography",English
Egg,40.0,100.0,2019-01-18,Comedy,English
Just Charlie,79.0,100.0,2018-01-30,Drama,English (United Kingdom)
The Hate U Give,82.0,97.0,2018-10-19,"Crime, Drama",English
The Heiresses,70.0,98.0,2019-01-16,"Drama, Lgbtq+",Spanish
Western,73.0,96.0,2018-02-16,Drama,German
End of the Century,73.0,92.0,2019-08-16,"Drama, Romance",Spanish
Gimme Danger,71.0,95.0,2016-10-28,"Documentary, Music",English
People's Republic of Desire,77.0,97.0,2018-11-30,Documentary,Chinese
The Human Trial,99.0,100.0,2022-06-24,Documentary,English
Incredibles 2,84.0,93.0,2018-06-15,"Kids & family, Comedy, Adventure, Action, Animation",English
At the Fork,75.0,100.0,2016-07-13,Documentary,English
The Conductor,100.0,100.0,2022-01-27,"Documentary, Music",English
Night Owls,56.0,100.0,2015-12-04,"Romance, Comedy",English
My Darling Vivian,90.0,95.0,2020-06-19,Documentary,English
The Youth Governor,100.0,80.0,2022-08-26,Documentary,English
The Dark Divide,59.0,93.0,2020-09-18,"Adventure, Drama",English
Off the Rails,85.0,100.0,2016-11-04,Documentary,English
Finding Babel,97.0,100.0,2016-10-26,Documentary,English
Anomalisa,71.0,91.0,2016-03-18,"Comedy, Drama, Animation",English
Land of Mine,88.0,92.0,2017-02-17,"War, History, Drama",German
Ron's Gone Wrong,94.0,80.0,2021-10-22,"Kids & family, Comedy, Animation",English
Long Way North,77.0,98.0,2016-09-30,"Adventure, Drama, Animation",French (France)
The Duke of Burgundy,65.0,94.0,2015-01-23,"Drama, Lgbtq+",English
Truman & Tennessee: An Intimate Conversation,100.0,92.0,2021-06-18,"Documentary, Lgbtq+",English
Pavarotti,97.0,87.0,2019-06-07,"Documentary, Music",English
California Typewriter,83.0,100.0,2017-08-18,Documentary,English
Full Time,100.0,98.0,2023-02-03,"Mystery & thriller, Drama",French (France)
Leaning Into the Wind: Andy Goldsworthy,68.0,98.0,2018-03-09,Documentary,English
Master of Light,75.0,100.0,2022-11-04,Documentary,English
Ma Rainey's Black Bottom,72.0,97.0,2020-11-25,"History, Drama, Music",English
Dying to Survive,93.0,86.0,2019-08-09,"Comedy, Drama",Chinese
The Paper Tigers,93.0,98.0,2021-05-07,"Action, Comedy",English
Thor: Ragnarok,87.0,93.0,2017-11-03,"Action, Adventure, Sci-fi, Fantasy, Comedy",English
Mudbound,85.0,97.0,2017-11-17,"History, Drama",English
96 Souls,94.0,0.0,2017-05-26,"Drama, Mystery & thriller, Sci-fi",English
Mandibles,55.0,91.0,2021-07-23,"Comedy, Fantasy",French (France)
Retrograde,95.0,93.0,2022-11-11,"Documentary, War",English
My Journey Through French Cinema,60.0,100.0,2017-06-23,Documentary,French (France)
What We Started,99.0,85.0,2018-03-23,Documentary,English
Raging Fire,100.0,91.0,2021-08-13,"Action, Mystery & thriller, Crime",Chinese
Return to Gorée,36.0,100.0,2021-06-11,"Documentary, Music",English
Wildflower,98.0,52.0,2023-03-17,"Comedy, Drama",English
Moana,89.0,95.0,2016-11-23,"Kids & family, Musical, Comedy, Adventure, Animation",English
Rottentail,93.0,17.0,2019-04-12,"Horror, Comedy",English
The First Wave,83.0,97.0,2021-11-19,Documentary,English
The Kingmaker,90.0,97.0,2019-11-08,Documentary,English
Spider-Man: No Way Home,98.0,93.0,2021-12-17,"Action, Adventure, Fantasy, Comedy",English
Reunion,33.0,92.0,2021-02-05,"Mystery & thriller, Horror",English
Tehran Taboo,80.0,97.0,2018-02-14,"Drama, Animation",Persian
When Today Ends,100.0,100.0,2021-05-14,Drama,English
Rodents of Unusual Size,91.0,98.0,2018-09-14,Documentary,English
Songs My Brothers Taught Me,66.0,94.0,2016-03-02,Drama,English
Best Worst Thing That Ever Could Have Happened,78.0,95.0,2016-11-18,Documentary,English
Wait for Your Laugh,98.0,89.0,2017-11-03,Documentary,English
First Love,88.0,98.0,2019-09-27,"Crime, Drama, Comedy",Japanese
SHOT! The Psycho-Spiritual Mantra of Rock,45.0,94.0,2017-04-07,"Documentary, Music",English
