title,audienceScore,tomatoMeter,popularity,vote_average,vote_count
Matangi/Maya/M.I.A.,85.0,90.0,,,
Emptying the Skies,82.0,90.0,,,
The Wonder,72.0,86.0,,,
As I Open My Eyes,56.0,100.0,2.24,6.6,31.0
Oasis Knebworth 1996,100.0,83.0,,,
Norman Lear: Just Another Version of You,67.0,86.0,,,
I Am Jane Doe,76.0,91.0,5.835,6.1,48.0
Good Boys,86.0,80.0,34.763,6.9,1360.0
Hermia & Helena,33.0,85.0,2.25,5.3,14.0
Wasted! The Story of Food Waste,76.0,100.0,3.503,7.0,13.0
Nise: The Heart of Madness,91.0,88.0,4.724,8.2,105.0
Toy Story 4,94.0,97.0,126.292,7.6,7473.0
The Swearing Jar,79.0,94.0,,,
Good Manners,69.0,96.0,6.2,6.6,149.0
Matt Shepard Is a Friend of Mine,86.0,100.0,,,
I Still Believe,98.0,49.0,22.735,7.7,917.0
Pimp,95.0,56.0,4.544,6.8,22.0
Farewell Amor,68.0,97.0,4.193,7.4,20.0
Hillbilly Elegy,83.0,25.0,13.16,6.8,648.0
Susanne Bartsch: On Top,78.0,100.0,,,
A United Kingdom,77.0,84.0,12.422,6.8,421.0
The Idol,66.0,83.0,4.134,7.2,55.0
Queer Japan,80.0,100.0,1.819,0.0,0.0
Being 17,75.0,95.0,7.734,6.9,290.0
Tankhouse,82.0,40.0,,,
Black Mother,43.0,97.0,3.374,6.7,13.0
The Family Fang,47.0,83.0,7.114,5.9,256.0
The Mauritanian,84.0,75.0,22.596,7.5,550.0
Fourth of July,90.0,36.0,,,
A Pigeon Sat on a Branch Reflecting on Existence,66.0,89.0,,,
Monsoon,41.0,87.0,3.745,5.4,18.0
Descendant,61.0,100.0,,,
The Disaster Artist,85.0,91.0,14.267,7.1,2913.0
"Standing Up, Falling Down",86.0,87.0,3.172,6.4,24.0
Hereditary,69.0,90.0,37.731,7.2,5368.0
Firebird,82.0,57.0,14.851,8.3,10.0
Clara Sola,82.0,95.0,4.946,6.0,1.0
Once Upon a Time... In Hollywood,70.0,85.0,,,
De Palma,86.0,95.0,7.005,7.3,104.0
Lucky,81.0,97.0,5.607,6.5,179.0
Lucky,81.0,97.0,3.559,5.4,28.0
Lucky,81.0,97.0,1.592,5.0,1.0
Lucky,81.0,97.0,1.4,7.0,1.0
Lucky,81.0,97.0,0.6,0.0,0.0
Lucky,81.0,97.0,6.129,4.7,93.0
Lucky,81.0,97.0,13.049,7.3,395.0
C'mon C'mon,79.0,94.0,12.208,0.0,0.0
Wild,72.0,93.0,2.402,6.3,48.0
Wild,72.0,93.0,0.818,7.0,4.0
Just Say Goodbye,100.0,67.0,0.661,7.0,2.0
Rebels of the Neon God,77.0,100.0,,,
The First Fallen,40.0,100.0,2.682,0.0,0.0
Overcomer,98.0,56.0,65.509,7.8,151.0
My Blind Brother,56.0,81.0,6.317,5.9,78.0
Grace Jones: Bloodlight and Bami,39.0,87.0,2.295,5.9,20.0
Azor,60.0,98.0,98.091,5.6,7.0
Stoker Hills,99.0,17.0,1.56,0.0,0.0
iMordecai,83.0,50.0,,,
On the Seventh Day,62.0,100.0,3.34,6.8,6.0
Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-,67.0,83.0,,,
Cruella,97.0,75.0,497.209,8.3,5913.0
Petrov's Flu,50.0,86.0,2.886,6.1,7.0
The Mitchells vs. the Machines,88.0,97.0,,,
Bilal: A New Breed of Hero,85.0,59.0,8.153,6.9,109.0
Ailey,86.0,90.0,1.876,0.0,0.0
Most Likely to Succeed,100.0,71.0,,,
Certain Women,52.0,92.0,20.338,5.9,240.0
The Club,81.0,88.0,5.847,6.9,188.0
Intelligent Lives,93.0,89.0,,,
American Night,89.0,20.0,8.715,5.2,8.0
The Levelling,58.0,94.0,3.674,6.3,45.0
Petite Maman,79.0,97.0,5.938,7.1,35.0
Burden,88.0,97.0,2.936,6.1,9.0
Burden,88.0,97.0,4.823,6.0,33.0
The Lost City of Z,58.0,86.0,20.901,6.3,2209.0
Carol,74.0,94.0,16.312,7.5,2949.0
Santoalla,80.0,85.0,0.957,7.1,10.0
In Harmony,33.0,100.0,7.16,6.1,67.0
Waiting for Bojangles,86.0,62.0,,,
The Great Battle,83.0,86.0,10.728,7.3,83.0
Avengement,72.0,84.0,14.992,6.8,307.0
To Dust,72.0,89.0,4.369,6.1,15.0
The African Desperate,83.0,83.0,,,
Born to Be Blue,74.0,88.0,6.853,6.7,154.0
Captain America: Civil War,89.0,90.0,121.469,7.4,18825.0
The Innocents,87.0,95.0,11.415,7.1,312.0
The Innocents,87.0,95.0,1.935,4.8,10.0
The Innocents,87.0,95.0,2.301,6.7,3.0
The Second Mother,90.0,97.0,8.057,8.1,563.0
Madeline's Madeline,43.0,88.0,6.367,6.2,58.0
Liz and the Blue Bird,77.0,83.0,4.759,7.1,55.0
The Peanuts Movie,76.0,87.0,27.141,6.8,1262.0
Gook,83.0,94.0,2.129,6.4,41.0
Bloody Hell,80.0,91.0,0.6,0.0,0.0
Bloody Hell,80.0,91.0,18.114,6.4,73.0
"Love, Charlie: The Rise and Fall of Chef Charlie Trotter",97.0,87.0,,,
Listen to Me Marlon,88.0,95.0,7.138,7.6,116.0
Minyan,60.0,93.0,4.841,4.3,3.0
The Untold Tales of Armistead Maupin,86.0,92.0,4.484,7.4,15.0
What Do We See When We Look at the Sky?,53.0,89.0,24.639,0.0,0.0
Rambo: Last Blood,81.0,26.0,55.157,6.5,2840.0
Uncle John,67.0,85.0,3.003,5.8,35.0
Everybody's Talking About Jamie,69.0,82.0,2.875,8.0,7.0
Everybody's Talking About Jamie,69.0,82.0,9.067,6.6,61.0
A Son,57.0,100.0,1.945,6.8,22.0
The Isle,81.0,67.0,7.644,4.6,63.0
Deadpool 2,85.0,84.0,107.305,7.5,13912.0
Chevalier,50.0,83.0,2.7,5.7,66.0
Aware: Glimpses of Consciousness,86.0,100.0,,,
The Workers Cup,67.0,82.0,,,
The Lion King,88.0,52.0,92.098,7.2,8025.0
Troublemakers: The Story of Land Art,70.0,94.0,,,
Trainwreck,66.0,84.0,33.697,5.8,2213.0
Three,41.0,89.0,0.6,0.0,0.0
Three,41.0,89.0,5.613,6.9,77.0
Three,41.0,89.0,4.768,6.0,57.0
Three,41.0,89.0,0.6,8.0,1.0
Three,41.0,89.0,0.84,0.0,0.0
Mediterranea,53.0,90.0,3.01,6.8,37.0
I Can Only Imagine,91.0,67.0,31.944,7.6,340.0
Breaking,84.0,81.0,,,
A Star Is Born,80.0,90.0,32.789,7.5,9775.0
Boy Meets Girl,80.0,89.0,4.02,6.9,83.0
The Messenger,61.0,83.0,2.867,4.9,17.0
The Messenger,61.0,83.0,5.238,6.6,39.0
American Woman,81.0,89.0,3.564,5.3,10.0
American Woman,81.0,89.0,7.15,6.4,77.0
Little Woods,55.0,95.0,6.179,6.0,42.0
The Man in the Hat,80.0,100.0,,,
Spider-Man: Homecoming,87.0,92.0,260.056,7.4,17092.0
The Son of Joseph,60.0,93.0,1.854,6.8,21.0
Fruits Basket: Prelude,95.0,45.0,,,
Come to Daddy,75.0,87.0,12.498,5.9,340.0
Tale of Tales,56.0,83.0,28.379,6.4,1315.0
Olga,93.0,91.0,1.099,0.0,0.0
Olga,93.0,91.0,7.072,0.0,0.0
Enola Holmes 2,78.0,94.0,,,
Zoo,63.0,88.0,11.164,6.8,76.0
Zoo,63.0,88.0,4.906,6.6,59.0
Sophie Jones,71.0,100.0,4.134,5.6,7.0
Bad Kids of Crestview Academy,96.0,10.0,3.603,5.3,33.0
Dark Horse,76.0,96.0,3.564,4.7,32.0
War Room,87.0,34.0,31.994,7.9,330.0
The Harder They Fall,93.0,88.0,725.091,6.6,254.0
We Are Little Zombies,73.0,93.0,1.906,6.4,9.0
Little Girl,54.0,100.0,3.849,8.2,74.0
Milford Graves Full Mantis,90.0,83.0,2.719,6.3,3.0
God's Own Country,87.0,98.0,17.63,7.8,645.0
The Burnt Orange Heresy,81.0,66.0,9.157,5.7,89.0
Never Look Away,86.0,77.0,11.308,7.8,466.0
All About Nina,71.0,86.0,6.775,6.1,47.0
Perfectos desconocidos,62.0,81.0,6.973,7.1,71.0
Garry Winogrand: All Things Are Photographable,89.0,97.0,,,
Free Puppies!,100.0,100.0,,,
Mommy,89.0,88.0,,,
I Am Big Bird: The Caroll Spinney Story,80.0,84.0,,,
You Cannot Kill David Arquette,86.0,85.0,5.144,6.4,27.0
Merchants of Doubt,78.0,86.0,,,
Sui Dhaaga: Made in India,79.0,91.0,,,
"Harry Chapin: When in Doubt, Do Something",93.0,96.0,,,
Mars One,69.0,97.0,1.982,0.0,0.0
Queen of Diamonds,50.0,100.0,,,
Call Jane,87.0,82.0,3.31,0.0,0.0
Tab Hunter Confidential,96.0,88.0,5.874,7.6,37.0
The Djinn,70.0,86.0,6.929,6.3,69.0
The Captain,96.0,75.0,15.975,7.1,284.0
The Captain,96.0,75.0,6.771,7.1,72.0
Deli Man,66.0,82.0,2.129,6.8,10.0
Abominable,95.0,82.0,39.245,7.6,1522.0
Abominable,95.0,82.0,4.19,3.6,10.0
Spare Parts,82.0,56.0,5.581,5.5,33.0
Spare Parts,82.0,56.0,13.28,7.2,150.0
Nancy,56.0,86.0,6.635,5.7,76.0
Danger Close,82.0,20.0,,,
Mr. Malcolm's List,82.0,82.0,0.668,7.0,2.0
Wrath of Man,90.0,67.0,389.224,7.8,2624.0
Keep the Change,82.0,100.0,2.56,6.5,15.0
Genesis 2.0,83.0,80.0,3.241,6.7,14.0
Good Girls Get High,72.0,100.0,4.491,6.1,8.0
Amazing Grace,80.0,99.0,6.414,7.5,55.0
One Piece Film Red,95.0,94.0,,,
Saint Judy,86.0,73.0,7.846,7.2,42.0
Diamantino,60.0,86.0,3.628,6.4,59.0
Benedetta,90.0,84.0,55.634,6.7,129.0
Monsters and Men,69.0,83.0,5.034,6.0,44.0
Lost in America,91.0,100.0,2.849,0.0,0.0
Furie,82.0,95.0,7.562,5.9,73.0
Furie,82.0,95.0,7.296,6.4,100.0
Broadway Rising,100.0,78.0,,,
Gratitude Revealed,90.0,80.0,,,
Arrival,82.0,94.0,1.218,6.0,4.0
Arrival,82.0,94.0,48.443,7.6,14366.0
Pali Road,99.0,55.0,,,
Preparations to be Together for an Unknown Period of Time,67.0,88.0,,,
The Old Man & the Gun,62.0,93.0,8.473,6.4,1091.0
The Tale of King Crab,70.0,90.0,1.199,4.0,3.0
Tod@s caen,93.0,57.0,,,
In the Court of the Crimson King,91.0,100.0,,,
Dara of Jasenovac,90.0,57.0,4.151,7.9,42.0
Something In The Dirt,48.0,91.0,,,
Creed III,96.0,89.0,,,
Love in Kilnerry,88.0,88.0,,,
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,93.0,44.0,,,
Blaze,62.0,88.0,6.553,6.2,37.0
Blindspotting,87.0,94.0,14.095,7.4,474.0
Dope,83.0,88.0,12.133,7.1,1188.0
Dope,83.0,88.0,0.654,0.0,0.0
Is That a Gun in Your Pocket?,92.0,0.0,,,
CODA,91.0,94.0,51.276,8.3,269.0
CODA,91.0,94.0,4.011,8.0,2.0
The Dissident,82.0,96.0,6.31,7.6,56.0
The Silence of Others,83.0,100.0,5.982,8.1,53.0
When Lambs Become Lions,67.0,94.0,0.6,8.0,1.0
I Touched All Your Stuff,56.0,82.0,,,
Texas Heart,85.0,80.0,,,
Our Time Will Come,60.0,94.0,2.379,5.9,25.0
Amazon Adventure,84.0,83.0,0.939,0.0,0.0
Gangubai Kathiawadi,97.0,90.0,30.109,8.1,20.0
Sweet Bean,86.0,85.0,8.566,7.4,363.0
Star Wars: The Force Awakens,85.0,93.0,59.459,7.3,16331.0
"Empathy, Inc.",86.0,86.0,,,
The Guardians,54.0,94.0,4.95,6.1,83.0
The Guardians,54.0,94.0,1.925,5.0,3.0
Inside the Rain,66.0,86.0,3.16,6.3,7.0
Asura: The City of Madness,69.0,83.0,6.427,6.8,62.0
Girl on the Third Floor,22.0,82.0,7.444,5.2,163.0
Jumanji: The Next Level,87.0,71.0,94.155,7.0,6359.0
Bull,72.0,93.0,3.218,6.7,9.0
Bull,72.0,93.0,7.521,9.0,1.0
Sun Choke,42.0,88.0,4.531,5.6,26.0
Let Her Out,53.0,89.0,4.266,4.9,62.0
Jersey,100.0,50.0,2.688,7.9,31.0
Missing,90.0,87.0,4.135,7.0,37.0
Missing,90.0,87.0,0.6,0.0,0.0
Missing,90.0,87.0,1.161,6.1,10.0
Missing,90.0,87.0,0.988,5.5,2.0
Selma,86.0,99.0,,,
The County,50.0,85.0,1.382,6.5,18.0
Always Be My Maybe,80.0,89.0,12.207,6.7,1035.0
Always Be My Maybe,80.0,89.0,1.816,7.3,9.0
Among the Believers,87.0,95.0,2.945,7.0,18.0
Fiddler: A Miracle of Miracles,98.0,98.0,4.086,6.8,10.0
Salaam Venky,84.0,25.0,,,
Last Night in Soho,90.0,76.0,93.619,7.5,232.0
The Seventh Fire,53.0,92.0,2.92,6.0,8.0
Yomeddine,90.0,77.0,2.281,6.7,19.0
Champions,95.0,58.0,0.6,0.0,0.0
Champions,95.0,58.0,12.087,7.6,568.0
Of an Age,88.0,88.0,,,
The Settlers,71.0,95.0,0.769,6.6,5.0
Maika: The Girl From Another Galaxy,100.0,84.0,,,
Alienoid,89.0,83.0,,,
No Safe Spaces,98.0,47.0,3.21,7.2,9.0
Raising Bertie,75.0,92.0,2.21,9.0,5.0
Cartel Land,82.0,89.0,13.952,7.3,292.0
Demon,54.0,92.0,6.196,6.2,89.0
Mister America,96.0,66.0,2.875,6.5,13.0
The Eternal Daughter,44.0,95.0,,,
The Laureate,81.0,64.0,3.842,0.0,0.0
Pause,40.0,100.0,0.951,6.0,8.0
Scream VI,91.0,78.0,,,
On the Count of Three,80.0,85.0,2.624,7.9,15.0
The Birthday Cake,92.0,23.0,8.191,6.1,17.0
What Lies Upstream,90.0,100.0,3.973,6.7,12.0
"Juliet, Naked",74.0,83.0,12.254,6.4,353.0
Marvelous and the Black Hole,65.0,86.0,2.228,5.8,5.0
Beast,74.0,92.0,8.647,6.7,190.0
Beast,74.0,92.0,0.6,0.0,0.0
Beast,74.0,92.0,2.824,8.0,1.0
Denial,71.0,82.0,12.839,6.8,510.0
Denial,71.0,82.0,4.039,5.0,1.0
Clive Davis: The Soundtrack of Our Lives,87.0,82.0,5.592,6.3,10.0
A War,79.0,89.0,7.353,6.6,154.0
Chasing Einstein,92.0,100.0,,,
Calling All Earthlings,100.0,65.0,,,
Better Days,97.0,97.0,7.885,5.3,6.0
Better Days,97.0,97.0,37.818,8.4,186.0
Flock of Four,100.0,60.0,,,
1915,81.0,40.0,,,
Quest,75.0,98.0,2.143,7.6,7.0
Long Shot,74.0,81.0,17.453,6.8,2027.0
Long Shot,74.0,81.0,6.632,7.2,105.0
Long Shot,74.0,81.0,0.84,0.0,0.0
Jonathan Agassi Saved My Life,67.0,100.0,3.122,6.6,7.0
Bending the Arc,76.0,100.0,4.596,8.3,3.0
Last Night in Rozzie,83.0,71.0,2.698,5.0,1.0
Handsome Devil,77.0,84.0,10.382,7.1,528.0
Onward,95.0,88.0,53.151,7.8,4635.0
Queen Bees,89.0,55.0,,,
Brian Banks,97.0,63.0,49.745,7.3,118.0
Admiral,81.0,67.0,5.384,6.4,126.0
Devotion,92.0,80.0,,,
Rita Moreno: Just a Girl Who Decided to Go For It,93.0,96.0,,,
We Are As Gods,96.0,92.0,2.4,9.0,1.0
Ant-Man and The Wasp: Quantumania,83.0,47.0,,,
The Weekend,44.0,87.0,2.932,6.3,16.0
The Weekend,44.0,87.0,2.09,6.0,9.0
Janis: Little Girl Blue,77.0,94.0,7.36,7.3,131.0
Jim Allison: Breakthrough,100.0,92.0,,,
King in the Wilderness,96.0,100.0,3.589,6.8,15.0
Hunter Gatherer,58.0,96.0,2.865,6.3,16.0
PAW Patrol: The Movie,97.0,80.0,576.463,7.7,669.0
Styx,66.0,93.0,3.843,6.3,60.0
Booksmart,77.0,96.0,26.929,7.1,1890.0
Buzzard,60.0,87.0,,,
Waves,81.0,84.0,13.353,7.5,357.0
Waves,81.0,84.0,1.726,0.0,0.0
Eddie the Eagle,82.0,81.0,13.881,7.2,1697.0
True Things,50.0,81.0,3.92,0.0,0.0
Major,97.0,75.0,,,
Light From Light,62.0,93.0,,,
Stink!,63.0,89.0,,,
Batkid Begins: The Wish Heard Around the World,83.0,82.0,,,
The 12th Man,82.0,86.0,14.093,7.3,349.0
The Souvenir Part II,86.0,90.0,8.899,4.0,2.0
Kuessipan,100.0,100.0,3.032,6.5,16.0
Nobody,94.0,84.0,174.633,8.3,3644.0
A Father's Legacy,95.0,71.0,1.696,0.0,0.0
King Jack,71.0,94.0,5.035,6.6,75.0
Strong Island,56.0,100.0,5.228,6.3,73.0
Godzilla: King of the Monsters,83.0,42.0,59.485,6.7,4484.0
Creem: America's Only Rock 'n' Roll Magazine,97.0,96.0,2.778,7.0,5.0
Fatale,88.0,44.0,14.212,6.2,188.0
Every Last Child,62.0,100.0,,,
For Sama,92.0,98.0,7.801,8.3,189.0
A Perfect Enemy,38.0,87.0,7.196,7.1,21.0
"Faith, Hope & Love",82.0,80.0,6.36,8.0,26.0
Are We Not Cats,56.0,91.0,2.628,6.6,18.0
The Last Dalai Lama?,100.0,91.0,,,
Dangal Yuddham,93.0,88.0,,,
The Sea Beast,84.0,94.0,,,
Here Today,93.0,47.0,19.6,6.4,17.0
Requiem for the American Dream,84.0,92.0,7.607,7.7,141.0
Lorelei,63.0,89.0,4.707,5.3,5.0
The Invitation,69.0,89.0,15.507,6.5,2008.0
For the Birds,88.0,93.0,1.911,6.3,4.0
For the Birds,88.0,93.0,0.999,8.6,5.0
Made in Bangladesh,88.0,100.0,1.554,6.0,10.0
The Wedding Plan,65.0,86.0,2.407,5.3,33.0
Wild Nights With Emily,56.0,89.0,,,
The Eight Hundred,77.0,88.0,9.538,7.2,113.0
Carmine Street Guitars,71.0,97.0,2.698,7.2,9.0
Run the Race,83.0,40.0,4.798,7.6,33.0
The Last Deal,71.0,100.0,,,
The Wrecking Crew,84.0,95.0,,,
Far From the Madding Crowd,75.0,85.0,,,
Project Wolf Hunting,70.0,88.0,,,
Under the Wire,94.0,86.0,2.73,7.9,12.0
Notes on Blindness,70.0,95.0,4.184,7.1,52.0
Bring Your Own Brigade,100.0,89.0,3.193,10.0,1.0
Everybody Loves Somebody,69.0,89.0,7.892,6.5,104.0
The Last Tree,67.0,98.0,3.504,6.3,14.0
Barbershop: The Next Cut,66.0,90.0,20.618,6.3,363.0
The Silent Child,88.0,92.0,2.666,7.5,44.0
The Two Popes,88.0,90.0,20.962,7.6,2249.0
Won't You Be My Neighbor?,94.0,97.0,8.118,8.2,397.0
A Woman's Life,47.0,83.0,10.337,5.4,48.0
Jungle Cruise,92.0,62.0,616.2,7.7,3154.0
Okko's Inn,84.0,100.0,6.748,7.2,70.0
Slumberland,85.0,40.0,,,
A Bag of Marbles,84.0,83.0,7.301,7.9,692.0
In Search of Israeli Cuisine,92.0,92.0,,,
Adam,50.0,87.0,2.034,5.0,4.0
Adam,50.0,87.0,3.304,6.7,35.0
Adam,50.0,87.0,2.674,7.0,11.0
Adam,50.0,87.0,4.577,4.4,15.0
Adam,50.0,87.0,4.998,7.3,11.0
Adam,50.0,87.0,0.6,0.0,0.0
John Wick: Chapter 4,95.0,95.0,,,
Wrestle,95.0,100.0,2.782,9.0,5.0
The Head Hunter,52.0,95.0,12.383,5.3,208.0
Super Dark Times,72.0,90.0,8.738,6.4,472.0
Murina,70.0,91.0,2.738,0.0,0.0
"Lingui, The Sacred Bonds",88.0,96.0,,,
Tel Aviv on Fire,86.0,89.0,5.821,6.8,83.0
The White Tiger,80.0,91.0,17.203,7.0,599.0
Nothing Compares,89.0,99.0,1.733,0.0,0.0
Beautifully Broken,92.0,67.0,2.144,5.3,3.0
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,93.0,57.0,,,
Avengers: Age of Ultron,82.0,76.0,130.062,7.3,18783.0
Impossible Monsters,90.0,50.0,2.546,4.2,10.0
Rimini,86.0,95.0,2.201,0.0,0.0
Accident Man: Hitman's Holiday,81.0,80.0,,,
Rubikon,81.0,35.0,,,
Roma,72.0,96.0,15.993,7.7,3239.0
Buñuel in the Labyrinth of the Turtles,75.0,98.0,4.112,7.0,57.0
Scotty and the Secret History of Hollywood,58.0,86.0,4.862,6.4,26.0
Extreme Job,81.0,82.0,9.532,7.0,124.0
Palm Trees and Power Lines,77.0,90.0,2.799,6.0,1.0
Tomorrow's Hope,67.0,100.0,,,
Speak No Evil,57.0,85.0,4.994,0.0,0.0
The Eyes of Tammy Faye,86.0,68.0,25.526,6.0,26.0
Pete's Dragon,72.0,88.0,23.741,6.4,1812.0
Juniper,84.0,92.0,0.968,0.0,0.0
Little Women,92.0,95.0,53.327,7.9,4237.0
Little Women,92.0,95.0,9.426,6.6,31.0
The Loneliest Whale: The Search for 52,81.0,88.0,2.976,8.4,5.0
Red Notice,92.0,36.0,4173.995,6.8,1950.0
Ambulance,88.0,68.0,327.137,7.1,13.0
Blade Runner 2049,82.0,88.0,71.419,7.5,10108.0
Nomadland,82.0,93.0,30.631,7.3,1777.0
The Boss Baby: Family Business,89.0,46.0,723.367,7.7,1586.0
Shaun the Sheep Movie,81.0,99.0,21.403,7.0,1066.0
Hell or High Seas,100.0,100.0,,,
Doomsdays,64.0,88.0,,,
Iris,80.0,98.0,0.6,0.0,0.0
Iris,80.0,98.0,0.6,6.0,1.0
Menashe,65.0,95.0,4.878,6.3,43.0
Depeche Mode: Spirits in the Forest,100.0,100.0,,,
Indemnity,62.0,84.0,1.459,0.0,0.0
The Quake,57.0,85.0,25.53,6.8,487.0
80 for Brady,89.0,60.0,,,
The Art of Self-Defense,63.0,83.0,12.849,6.6,434.0
Street Gang: How We Got to Sesame Street,96.0,95.0,2.834,7.0,3.0
Kubo and the Two Strings,86.0,97.0,55.429,7.7,2914.0
The Blue Caftan,80.0,94.0,,,
1945,83.0,97.0,4.055,7.0,63.0
Cicada,71.0,95.0,5.574,0.0,0.0
Cicada,71.0,95.0,0.6,0.0,0.0
'71,81.0,96.0,,,
Gabriel,79.0,84.0,0.6,0.0,0.0
"McFarland, USA",88.0,80.0,15.753,7.4,571.0
Tragedy Girls,62.0,84.0,9.584,5.9,224.0
Nina Wu,100.0,82.0,2.689,7.0,22.0
2021 Oscar Nominated Shorts - Animation,80.0,85.0,,,
How to Blow Up a Pipeline,69.0,96.0,,,
Motherland,29.0,93.0,1.158,6.4,6.0
Motherland,29.0,93.0,1.746,7.1,8.0
Motherland,29.0,93.0,3.569,6.8,10.0
Motherland,29.0,93.0,1.591,4.8,5.0
Motherland,29.0,93.0,2.173,6.0,8.0
The Other Side of the Wind,58.0,83.0,9.515,6.7,140.0
The Light of the Moon,93.0,97.0,3.718,6.7,26.0
Food Evolution,78.0,100.0,2.341,7.1,9.0
I Called Him Morgan,83.0,96.0,3.98,7.2,35.0
After Parkland,61.0,100.0,3.532,6.7,3.0
Believer,66.0,83.0,5.169,7.3,57.0
Believer,66.0,83.0,4.787,7.3,20.0
Corpus Christi,93.0,98.0,53.816,7.8,335.0
Hell or High Water,88.0,97.0,28.619,7.3,3510.0
Ingrid Bergman: In Her Own Words,66.0,98.0,3.386,7.5,46.0
The Distant Barking of Dogs,100.0,93.0,1.345,7.4,10.0
The Distant Barking of Dogs,100.0,93.0,0.6,6.5,2.0
One Week and a Day,77.0,90.0,1.828,6.0,22.0
Gigi & Nate,95.0,16.0,,,
Pick of the Litter,89.0,97.0,4.472,7.3,32.0
Chess Story,82.0,89.0,,,
La pazza gioia,80.0,84.0,,,
Shoplifters,91.0,99.0,10.358,7.9,1433.0
Land,84.0,69.0,0.799,5.5,10.0
Land,84.0,69.0,19.119,7.0,110.0
Avicii: True Stories,96.0,83.0,14.088,8.0,283.0
Summer in the Forest,85.0,92.0,,,
The Other Side of Hope,76.0,92.0,10.51,6.9,210.0
Knock Down the House,11.0,99.0,8.192,7.4,129.0
Final Set,92.0,88.0,15.458,6.6,70.0
The Lure,72.0,89.0,8.984,6.4,166.0
The Sower,57.0,100.0,1.356,6.0,29.0
Doctor Strange in the Multiverse of Madness,85.0,74.0,23.724,0.0,0.0
Till,97.0,96.0,,,
Egg,40.0,100.0,3.788,6.6,19.0
Egg,40.0,100.0,0.6,5.8,6.0
Egg,40.0,100.0,0.6,4.7,6.0
Memory,81.0,29.0,0.6,0.0,0.0
Memory,81.0,29.0,0.6,0.0,0.0
Just Charlie,79.0,100.0,4.556,7.4,31.0
Love After Love,40.0,86.0,2.104,0.0,0.0
Love After Love,40.0,86.0,3.432,6.0,16.0
The Hate U Give,82.0,97.0,67.157,8.3,1648.0
Divide and Conquer: The Story of Roger Ailes,82.0,90.0,2.504,6.7,17.0
The Road to Galena,82.0,33.0,,,
Black Bear,59.0,89.0,9.992,6.8,105.0
The Autopsy of Jane Doe,70.0,86.0,31.32,6.7,3124.0
On the Rocks,50.0,87.0,16.61,6.2,375.0
The Heiresses,70.0,98.0,4.838,6.6,56.0
Western,73.0,96.0,2.95,6.3,6.0
Western,73.0,96.0,3.45,6.7,66.0
End of the Century,73.0,92.0,4.469,7.3,87.0
The Opening Act,83.0,82.0,3.954,5.6,9.0
Gimme Danger,71.0,95.0,6.613,6.8,87.0
Feast of the Seven Fishes,87.0,88.0,2.787,7.5,12.0
People's Republic of Desire,77.0,97.0,0.897,6.2,8.0
The Report,82.0,82.0,15.372,7.0,702.0
The Human Trial,99.0,100.0,,,
Incredibles 2,84.0,93.0,75.673,7.5,10403.0
Worth,76.0,82.0,1.782,9.0,1.0
Worth,76.0,82.0,20.327,6.9,123.0
At the Fork,75.0,100.0,,,
The Conductor,100.0,100.0,7.27,8.0,86.0
Lean on Pete,74.0,90.0,11.613,6.9,240.0
Night Owls,56.0,100.0,,,
"Cassandro, the Exotico!",60.0,85.0,0.859,5.5,13.0
Dear Santa,73.0,89.0,,,
Vazante,67.0,85.0,2.264,7.4,16.0
My Darling Vivian,90.0,95.0,,,
The Youth Governor,100.0,80.0,,,
The Dark Divide,59.0,93.0,3.123,6.0,4.0
The Grand Duke of Corsica,20.0,86.0,,,
Where's My Roy Cohn?,78.0,87.0,4.719,5.6,9.0
Off the Rails,85.0,100.0,2.837,6.9,12.0
Off the Rails,85.0,100.0,2.401,5.6,7.0
Off the Rails,85.0,100.0,20.915,0.0,0.0
Lambert & Stamp,52.0,89.0,,,
The Inhabitant,86.0,71.0,5.97,5.8,64.0
The Gospel of Eureka,58.0,83.0,,,
The War With Grandpa,85.0,29.0,,,
Finding Babel,97.0,100.0,,,
Ant-Man,85.0,83.0,66.846,7.1,16264.0
Anomalisa,71.0,91.0,15.965,7.1,1352.0
Land of Mine,88.0,92.0,10.633,7.8,1106.0
L'économie du couple,75.0,90.0,,,
The Good Liar,85.0,63.0,11.106,6.7,721.0
Ron's Gone Wrong,94.0,80.0,251.459,7.5,47.0
Long Way North,77.0,98.0,5.716,7.6,106.0
Venom: Let There Be Carnage,84.0,57.0,4497.836,6.8,1847.0
The Duke of Burgundy,65.0,94.0,,,
Luce,77.0,90.0,9.48,6.5,172.0
Youth,85.0,81.0,0.6,6.0,2.0
Youth,85.0,81.0,1.025,6.4,5.0
Youth,85.0,81.0,17.194,6.9,1601.0
Youth,85.0,81.0,4.512,7.5,53.0
Youth,85.0,81.0,0.6,0.0,0.0
(Dis)Honesty: The Truth About Lies,82.0,89.0,3.375,7.2,40.0
Truman & Tennessee: An Intimate Conversation,100.0,92.0,2.501,6.0,1.0
The Sound of Violet,83.0,14.0,,,
Pavarotti,97.0,87.0,7.828,7.5,52.0
Kiki,51.0,83.0,2.673,5.9,14.0
California Typewriter,83.0,100.0,5.067,7.0,27.0
